False: Execution aborted by timeout\ntime=1698857990.609774 gym-duckietown 2019.0.0

time=1698857990.765369 Registering gym environment id: Duckietown-4way-v0
time=1698857990.7654562 Registering gym environment id: Duckietown-ado_map_1-v0
time=1698857990.765495 Registering gym environment id: Duckietown-ado_map_2-v0
time=1698857990.7655632 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1698857990.765646 Registering gym environment id: Duckietown-loop_empty-v0
time=1698857990.7656891 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1698857990.7657578 Registering gym environment id: Duckietown-loop_one_duckie-v0
time=1698857990.7658072 Registering gym environment id: Duckietown-loop_only_duckies-v0
time=1698857990.765853 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1698857990.7658987 Registering gym environment id: Duckietown-small_loop-v0
time=1698857990.7659461 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1698857990.7659929 Registering gym environment id: Duckietown-straight_road-v0
time=1698857990.766041 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1698857990.7660892 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1698857990.7661355 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1698857990.7661827 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1698857990.766231 Registering gym environment id: Duckietown-udem1-v0
time=1698857990.766277 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1698857992.183283 Falling back to non-multisampled frame buffer
time=1698857992.185715 Falling back to non-multisampled frame buffer
time=1698857992.1881769 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/loop_one_duckie.yaml"
time=1698857992.1963801 loading mesh "duckiebot.obj"
time=1698857992.1965199 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1698857992.472321 loading mesh "duckie.obj"
time=1698857992.5047965 loading texture "duckie.png"
time=1698857992.8203838 loading texture "floor_1.png"
time=1698857992.896468 loading texture "curve_left_1.png"
time=1698857992.902248 loading texture "straight_1.png"
time=1698857992.9101253 loading texture "curve_right_1.png"
time=1698857992.9177525 using user tile start: (1, 1)
time=1698857992.9182975 tile: {'coords': (1, 1), 'kind': 'curve_left', 'angle': 3, 'drivable': True, 'curves': array([[[1.17  , 0.    , 0.7605],
        [0.8775, 0.    , 0.7605],
time=1698858025.041728 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.0919855 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.1415002 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.1935978 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.2437682 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.2933097 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.34398 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.3992238 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.4483383 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.5055938 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.5551355 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.6069486 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.659095 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.709175 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.758394 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.808137 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.8573563 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.9062548 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858025.9555902 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.005833 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.0569072 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.1116514 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.1677675 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.2211943 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.27278 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.3232281 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.3723292 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.4217868 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.4707317 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.5202858 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.5695872 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.6198163 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.6701374 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.7202585 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.7699583 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.8216739 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.8792965 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.9289112 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858026.978595 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.0333476 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.0832207 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.1329184 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.1856496 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.2379248 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.2879472 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.3376412 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.3897645 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.4424179 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.492412 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.542146 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.5924366 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.6441586 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.6940098 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.743846 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.7923925 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.8430665 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.8923814 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.941448 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858027.9908733 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.0476236 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.0971875 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.1514242 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.2004347 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.2497203 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.302825 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.35298 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.402773 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.4523063 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.502639 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.5516148 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.6047308 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.6561654 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.7060432 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.755853 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.8058927 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.855832 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.904828 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858028.9540098 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.0033808 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.0539563 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.103596 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.1532977 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.2051306 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.25658 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.3075404 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.37579 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.4431205 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.5106661 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.5752459 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.6253664 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.6756306 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.7255204 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.7746427 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.8236709 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.873394 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.9259102 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858029.9772332 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.0324914 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.0830476 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.1338873 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.1843083 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.2343876 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.2840881 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.333717 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.386726 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.4360557 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.485596 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.5372708 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.5871859 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.637444 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.6870754 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.736369 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.7858217 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.837854 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.8894022 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.939004 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858030.9896376 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.0467403 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.0960925 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.1477213 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.1988292 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.250825 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.3000934 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.3493145 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.4002135 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.4492412 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.4982688 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.5507936 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.600713 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.6512332 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.700079 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.7532592 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.8068242 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.8625998 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.9124744 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858031.9636247 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.0133002 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.075424 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.1253147 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599

STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}time=1698858032.1756465 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.2254784 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.2751076 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.3278391 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.379857 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.4297657 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.4790907 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.5291414 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.5788128 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.629089 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.6812599 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.7312472 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.781365 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.8321428 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.8814611 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.930853 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858032.9832036 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.0332398 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.0834448 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.1334565 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.182732 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.2334154 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.282692 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.3319862 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.3815005 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.4308357 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.480455 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.5326974 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.5840912 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.6357524 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.6854236 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
